,0
73,"Take away from me  
That what you just gave  
Nothing left to heal  
Nothing left to save  
Given half a chance  
Given what we've spent  
I will not repay  
I will not repent  
I don't want to leave  
I don't want to stay  
Get away from me  
Stay the hell away  
And I will give up my mind  
And I will give up my way  
And I will pluck out my eyes  
Yes I will feel my way  
I will  
  
Is there something wrong  
With the way I feel  
I don't want to beg  
I don't have to steal  
Let me prove myself  
Let me earn your trust  
Let me betray  
The way that we discussed  
I don't want to leave  
I don't want to stay  
Get away from me  
Stay the hell away  
  
And I will give up my mind  
And I will give my way  
And I will pluck out my eyes  
Yes I will feel my way  
I will  
  
In open hand, unopened gift  
Her broken bones, her head won't lift  
A decades been since you've been gone  
Mend the cracks and say so long  
Say so long

"
74,"Crowds that scream at superstars  
Where bouncers show their battle scars  
I've been the first to sign on every wall  
Down the road and round the bend  
We pray to god it never ends  
I've been, I've seen, we've screamed to everyone  
  
We'll see you at the show  
If you don't come we'll never know  
You stand off in the back  
You still stand out while you're wearing black  
You jump onto the bus  
And ride around with all of us  
We'll go out onto the town  
And light it up 'til we burn it down  
  
After hours and alcohol  
Every club, we've seen 'em all  
As long as we don't need to stand in line  
Party scenes and billboard dreams  
The ladies love those limousines  
You know were gonna show up every time  
  
Well see you at the show  
If you don't come we'll never know  
You stand off in the back  
You still stand out while your wearing black  
You jump onto the bus  
And ride around with all of us  
We'll go out on the town  
And light it up 'til we burn it down  
(burn it down)  
  
Crowds that scream at superstars  
Where bouncers show their battle scars  
I've been the first to sign on every wall  
Down the road and round the bend  
We pray to god it never ends  
I've been, I've seen, we've screamed to everyone  
  
We'll see you at the show  
If you don't come we'll never know  
You stand off in the back  
You still stand out while you're wearing black  
You jump onto the bus  
And ride around with all of us  
We'll go out onto the town  
And light it up 'til we burn it down  
(burn it down)  
Light it up 'til we burn it down  
(you know were gonna)  
Light it up till we burn it down

"
75,"(Hey, hey) She had her eyes on the prize as the girl next door  
You grow up quick when ya grow up poor  
It's the only way to LA that she knows  
The Hollywood pose, teeth, tits, and toes  
Didn't take her long to leave the boulevard  
So many five star friends with black credit cards  
She'd try anything once, 'cause anything goes  
It never comes easy when you're digging for gold  
  
(Hey, hey) Well she ain't no Cinderella when she's getting undressed  
'Cause she rocks it like the naughty wicked witch of the west  
  
[Chorus]  
Far too pretty to be giving it cheap  
That's why she's making six figures working three days a week  
Ya she'd even break a promise in the promised land  
She didn't make it this far by just shakin' hands  
She'll shake her money maker twice as hard as anyone can  
She didn't make it this far by just shakin' hands  
  
(Hey, hey) I doubt she'd even let the devil buy her little black book  
City Hall would probably fall if anyone got a look  
Every A list player is a favorite friend  
Says they all taste the same in the back of the Benz  
Her congressman will call her every once in a while  
Got the school girl skirt on the top of the pile  
She's done everyone once, and everyone knows  
You got to get a little dirty when you're digging for gold  
  
(Hey, hey) Well she ain't no Cinderella when she's getting undressed  
'Cause she rocks it like the naughty wicked witch of the west  
  
[Chorus]  
  
Someone spilled the beans and now her name's in the press  
Tough to keep it all a secret when you're one of the best  
The judge is going easy 'cause he paid for her chest  
Ya he loves his little naughty wicked witch of the west  
  
[Chorus]  
  
She'll shake her money maker twice as hard as anyone can  
She didn't make it this far by just shakin' hands.

"
76,"She's got me nervous  
Talkin' a hundred miles an hour  
She's more than worth it  
I swear she smells just like a flower  
I'd fall to pieces if I went anywhere without her  
I love when she says ""what's wrong with right here on the counter?""  
  
Funky little monkey, she's a twisted trickster  
Everybody wants to be the sister's mister  
Coca-Cola rollercoaster  
Love her even though I'm not supposed to.  
  
Funky little monkey, she's a twisted trickster  
Everybody wants to be the sister's mister  
Coca-Cola rollercoaster  
Love her even though I'm not supposed to.  
  
She keeps me up (I keep you up)  
She keeps me up (I keep you up)  
All night (All night)  
All night (All night)  
  
She keeps me up (I keep you up)  
She keeps me up (I keep you up)  
All night (All night)  
All night (All night)  
  
I need her so bad,  
Sometimes I feel like I can taste it  
This evil romance  
So good I never wanna waste it  
I can't trust my friends  
'Cause she's what everybody chases  
I know where she's been  
'Cause it's on everybody's faces  
  
I never wanna have to slow down  
Got to be a better way to come down  
I've gotta stay awake some how  
  
I never wanna have to slow down  
Got to be a better way to come down  
I've gotta stay awake some how

"
77,"There's clothes all over the floor  
Don't remember them being here before  
Smell of perfume is in here, why's lipstick on the mirror  
And still I don't understand  
  
No pictures left in the hall  
There's three new holes in my wall  
Where the hell's my credit cards, why's my wallet in the yard  
And still I don't understand  
  
Well, now I guess I should've listened  
When you said you'd had enough  
A little trick I picked up from my father, in one ear and out the other  
Why's love gotta be so tough  
  
Should see the look on my face  
My shit's all over the place  
Why's this happening to me, why'd you take both sets of keys  
And still I don't understand  
  
Well, now I guess I should've listened  
When you said you'd had enough  
A little trick I picked up from my father, in one ear and out the other  
Why's love gotta be so tough  
  
Oh, and now I guess I should've listened  
Ahh-oh, ahh-ahh, ahh-oh, ahh-ahh, ahh-oh, ahh-ahh  
  
There's clothes all over my floor  
I don't remember them being there before  
There are no candles in here, lipstick's still on my mirror  
And still I don't understand  
  
Oh, and now I guess I should've listened  
When you said you'd had enough  
A little trick I picked up from my father, in one ear and out the other  
Why must love be so tough  
  
Well, now I guess I should've listened  
Ahh-oh, ahh-ahh  
When you said you'd had enough  
Ahh-oh, ahh-ahh  
A little trick I picked up from my father, in one ear and out the other  
Ahh-oh, ahh-ahh  
Why's love gotta be so tough

"
78,"[Verse 1:]  
Yeah the lady and me both agree some days we just don't get along  
But the whiskey and me both agree maybe we both just better off  
Well the preacher believes that I'll meet all of these demons hanging on  
But we both know if they don't, I'll get lonely, need a few to tag along  
  
[Pre-Chorus:]  
Hanging here by a thread  
Hear a voice inside my head  
  
[Chorus:]  
Lie me beside you every night  
And dread the day you might be gone  
She said ""In case you hadn't noticed that  
Played second fiddle to the bottle for a little too long (no)  
And I'm not about to anymore""  
  
[Verse 2:]  
Now the wagon I'm in's paper thin  
I think one wheel's coming off  
Hey sister sin with that grin, where you been?  
So kind of you to help me out  
  
[Pre-Chorus:]  
Hanging here by a thread  
Hear a voice inside my head  
  
[Chorus:]  
Lie me beside you every night  
And dread the day you might be gone  
She said ""In case you hadn't noticed that  
Played second fiddle to the bottle for a little too long (no)  
And I'm not about to anymore""  
  
[Bridge x2:]  
Fall from grace, kingdom come  
Lying face down in the mud  
Please don't hate, look don't judge  
For I know not just what I've done  
  
[Refrain:]  
Lying face down in the mud  
For I know not just what I've done  
For I know not just what I've done  
  
[Chorus x2]  
Lie me beside you every night  
And dread the day you might be gone  
She said ""In case you hadn't noticed that  
Played second fiddle to the bottle for a little too long (no)  
And I'm not about to anymore""

"
79,"I reside in 209, you're in 208  
You moved in last Friday night  
And I just couldn't wait  
So I tried to call across the hall to ask you out someday  
But a lineup formed outside your door  
And I was way too late  
  
Well, I'd rather start off slow  
This whole thing's like some sort of race  
Instead of winning what I want, I'm sitting here in second place  
  
[Chorus:]  
Because somewhere the one I want to be with's with somebody else  
Oh god, I want to be that someone that you're with  
I want to be that someone that you're with  
And I can talk about it all day long till I run out of breath  
But I still want to be that someone that you're with  
I've got to be that someone that you're with  
And I'm pacing by the phone  
'Cause I hate to be alone  
And if you're out there with him somewhere and just about to kiss  
God, I want to be that someone that you're with  
  
Well, I hear your favorite songs you sing along with everyday  
And I borrow things that I don't need for conversation sake  
Last night I heard your key, it hit your lock at four AM  
Instead of being out with me, you must be out with them  
  
Well, I'd rather start off slow  
This whole thing's like some sort of race  
Instead of winning what I want, I'm sitting here in second place  
  
[Chorus]  
  
Well, somewhere the one I want to be with's with somebody else  
Oh god, I want to be that someone that you're with  
And I can talk about it all day long till I run out of breath  
But I still want to be that someone that you're with  
I've got to be that someone that you're with  
And I'm pacing by the phone  
'Cause I hate to be alone  
And if you're out there with him somewhere, and just about to kiss  
God, I've got to be that someone that...  
I want to be that someone that...  
I've got to be that someone that you're with

"
80,"Got to meet the hottie with the million dollar body  
They say it's over budget but you'd pay her just to touch it, come on  
Needs to hit the big screen and shoot a little love scene  
If Hollywood had called her she'd be gone before your holler, come on  
  
Pretty little lady with the pretty pink thong  
Every sugar daddy hitting on her all night long  
Doesn't care about the money she could be with anybody  
Ain't it funny how the honey wanted you all along  
  
[Chorus]  
(You naughty thing)  
Your ripping up the dance floor honey  
(You naughty women)  
You shake your ass around for everyone  
(Your such a mover)  
I love the way you dance with anybody  
(The way you swing)  
And tease them all by sucking on your thumb  
Your so much cooler when you never pull it out  
Cause you look so much cuter with something in your mouth  
  
Crafty little lip tricks  
Tattoos on her left hip  
She bending as your spending  
There's no ending it so baby come on  
Dressed up like a princess  
Bettin' that her skin smells better  
Than the scent of every flower in the desert come on  
  
Pretty little lady with the pretty pink thong  
Every sugar daddy hittin' on her all night long  
Doesn't care about the money she could be with anybody  
Ain't it funny how the honey wanted you all along  
  
[Chorus]  
  
She loves the night scene bar queen  
Was living for the fun taking over every dance floor like shes the only one  
In the spotlight all night dissin' everyone  
And trying to look so innocent while sucking on her thumb  
  
Your so much cooler  
When you never pull it out  
So much cuter  
With something in your mouth  
  
(You naughty thing)  
Your ripping up the dance floor honey  
(You naughty women)  
You shake your ass around for everyone  
I love the way you dance with anybody  
(The way you swing)  
And tease them all by sucking on your thumb  
  
(You naughty thing)  
Your ripping up the dance floor honey  
(You naughty women)  
You shake that ass around for everyone  
(Your such a mover)  
I love the way you dance with anybody  
(The way you swing)  
And tease them all by sucking on your thumb  
  
Your so much cooler when you never pull it out  
Cause you look so much cuter with something in your mouth

"
81,"Lookin' like another Bob Marley day  
Hittin' from the bong like a diesel train  
And I'm down with hanging out this afternoon  
  
We got weeds in the backyard four feet tall  
Cheech and Chong probably would of smoked 'em all  
So I'm out on the couch this afternoon  
  
Beer bottles layin' on the kitchen floor  
If we take 'em all back we can buy some more  
So I doubt we'll go without this afternoon  
  
You better hang on if your taggin' along  
'Cause we'll be doin' this 'till six in the mornin'  
Nothin' wrong with goin' all night long  
Just not tough to put the brakes on,  
Doesn't matter when you'd rather  
Get up, and go out  
Me and all my friends  
We drink up, we fall down  
And then we do it all again  
  
Just sitting around, hangin' out this afternoon  
  
Landlord says I should buy a tent  
But he can kiss my ass 'cause I paid the rent  
So I doubt he'll kick me out this afternoon  
  
Down on the corner in a seedy bar  
Jukebox crankin' out the CCR  
Had a few, to Suzy Q this afternoon  
  
You better hang on if your taggin' along  
'Cause we'll be doin' this 'till six in the mornin'  
Nothin' wrong with goin' all night long  
Just not tough to put the brakes on,  
Doesn't matter when you'd rather  
Get up, and go out  
Me and all my friends  
We drink up, we fall down  
And then we do it all again  
  
Yeah we get up, and go out  
Me and all my friends  
We drink up, we fall down  
And then we do it all again  
Yeah, just sitting around hanging out this afternoon  
  
Don't wanna wristwatch or an alarm clock  
To see what time it is  
From the moment I wake up  
I just love being with my friends  
We barely get by but have the best times  
And hope it never ends  
We drink all day until we fall down  
So we can do it all again  
  
It's not the human walk  
It's the human race  
If you ain't livin' on edge  
You're takin' too much space  
So I doubt I'll figure out  
Just what to do  
'Bout to kick it around  
Hanging out this afternoon  
  
You better hang on if your taggin' along  
'Cause we'll be doin' this 'till six in the mornin'  
Nothin' wrong with goin' all night long  
Just not tough to put the brakes on,  
Doesn't matter when you'd rather  
Get up, and go out  
Me and all my friends  
We drink up, we fall down  
And then we do it all again  
  
Yeah we get up, and go out  
Me and all my friends  
We drink up, we fall down  
And then we do it all again  
Just sitting around  
Get up, and go out  
Me and all my friends  
We drink up, we fall down  
And then we do it all again  
  
Just kicking around, hanging out this afternoon  
Sitting around, hanging out this afternoon  
Just kicking around, hanging out this afternoon  
Just sitting around, hanging out this afternoon  
Just sitting around, hanging out this afternoon  
Just sitting around, hanging out this afternoon

"
82,"To line up to the ring  
For a battle that you can't win  
Swing as hard as you can swing  
It will still mean nothing  
Should've seen it coming  
It had to happen sometime  
But you went and brought a knife  
To an all out gunfight  
  
And the only thing to save  
Is the banner that you wave  
To be wrapped around your grave  
  
You've gone too far, who do you think you are  
Is this what you came for, well this means war  
  
Say anything you want  
But talk will get you nowhere  
The only thing you brought is psychological warfare  
Well there's no getting off  
And now you got to wonder  
Who will dig you out when you're six feet under  
  
And the only thing to save  
Is the banner that you wave  
To be wrapped around your grave  
  
You've gone too far, who do you think you are  
Is this what you came for, well this means war  
  
And the only thing to save  
Is the banner that you wave  
To be wrapped around your grave  
  
You've gone too far, who do you think you are  
Is this what you came for, well this means war  
This means war

"
83,"You call to me, and I fall at your feet  
How could anyone ask for more?  
And our time apart, like knives in my heart  
How could anyone ask for more?  
  
[Chorus]  
But if there's a pill to help me forget,  
God knows I haven't found it yet  
But I'm dying to, God I'm trying to  
  
'Cause trying not to love you, only goes so far  
Trying not to need you, is tearing me apart  
Can't see the silver lining, from down here on the floor  
And I just keep on trying, but I don't know what for  
'Cause trying not to love you  
Only makes me love you more  
Only makes me love you more  
  
And this kind of pain, only time takes away  
That's why it's harder to let you go  
And nothing I can do, without thinking of you  
That's why it's harder to let you go  
But if there's a pill to help me forget,  
God knows I haven't found it yet  
But I'm dying to, God I'm trying to  
  
It's trying not to love you, only goes so far  
Trying not to need you, is tearing me apart  
Can't see the silver lining, from down here on the floor  
And I just keep on trying, but I don't know what for  
'Cause trying not to love you  
Only makes me love you more  
  
So I sit here divided, just talking to myself  
Was it something that I did?  
Was there somebody else?  
When a voice from behind me, that was fighting back tears  
Sat right down beside me, and whispered right in my ear  
Tonight I'm dying to tell you  
  
That trying not to love you, only went so far  
Trying not to need you, was tearing me apart  
Now I see the silver lining, of what we're fighting for  
And if we just keep on trying, we could be much more  
'Cause trying not to love you  
Oh, yeah, trying not to love you  
Only makes me love you more  
Only makes me love you more

"
84,"Buddy you're a boy make a big noise  
Playin' in the street gonna be a big man some day  
You got mud on yo' face  
You big disgrace  
Kickin' your can all over the place  
Singin'  
  
We will we will rock you  
We will we will rock you  
  
Buddy you're a young man hard man  
Shoutin' in the street gonna take on the world some day  
You got blood on yo' face  
You big disgrace  
Wavin' your banner all over the place  
Singin'  
  
We will we will rock you  
We will we will rock you  
  
Buddy you're an old man poor man  
Pleadin' with your eyes gonna make you some peace some day  
You got mud on your face  
You big disgrace  
Somebody better put you back into your place  
Singin'  
  
We will we will rock you  
We will we will rock you

"
85,"What are you waiting for?  
What are you waiting for?  
Are you waiting on a lightening strike  
Are you waiting for the perfect night  
Are you waiting till the time is right?  
What are you waiting for  
Don't you wanna learn to deal with fear  
Don't you wanna take the wheel and steer  
Don't you wait another minute here  
What are you waiting for?  
  
You gotta go and reach for the top  
Believe in every dream that you got  
You only living one so tell me?  
What are you, what are you waiting for?  
You know you gotta give it your all  
And don't you be afraid if you fall  
You only living one so tell me?  
What are you, what are you waiting for?  
  
Are you waiting for the right excuse?  
Are you waiting for a sign to choose  
While your waiting it's the time you lose  
What are you waiting for?  
Don't you wanna spread your wings and fly?  
Don't you wanna really live your life?  
Don't you wanna love before you die?  
What are you waiting for?  
  
You gotta go and reach for the top  
Believe in every dream that you got  
You only living one so tell me?  
What are you, what are you waiting for?  
You know you gotta give it your all  
And don't you be afraid if you fall  
You only living one so tell me?  
What are you, what are you waiting for?  
  
Tell me what your waiting for  
Show me what your aiming for  
What you gonna save it for?  
So what you really waiting for?  
  
Tell me what your waiting for  
Show me what your aiming for  
What you gonna save it for?  
So what you really waiting for?  
Everybody's gonna make mistakes  
But everybody's got a choice to make  
Everybody needs a leap of faith  
When are you taking yours?  
  
You gotta go and reach for the top  
Believe in every dream that you got  
You only living one so tell me?

"
86,"One more depending on a prayer  
And we all look away  
People pretending everywhere  
It's just another day  
There's bullets flying through the air  
And they still carry on  
We watch it happen over there  
And then just turn it off  
  
[Chorus]  
(Hey, yeah, yeah, yeah, yeah)  
We must stand together  
(Hey, yeah, yeah, yeah, yeah)  
There's no giving in  
(Hey, yeah, yeah, yeah, yeah)  
Hand in hand forever  
(Hey, yeah, yeah, yeah, yeah)  
That's when we all win  
(Hey, yeah, yeah, yeah, yeah)  
That's, that's, that's when we all win  
That's, that's, that's when we all win  
  
They tell us every thing's alright  
And we just go along  
How can we fall asleep at night?  
When somethings clearly wrong  
When we could feed a starving world  
With what we throw away  
But all we serve are empty words  
That always taste the same  
  
[Chorus]  
  
The right thing to guide us  
Is right here, inside us  
No one can divide us  
When the light is leading on  
But just like a heartbeat  
The drumbeat carries on  
  
And the drumbeat carries on  
(Just like a heartbeat)  
  
[Chorus]

"
87,"I was wrong to think that I could ever trust in you  
I was wrong to think that you might want to trust me, too  
  
Here I am, here I am  
Here I stand  
Here I am, here I am, here I am, here I stand  
  
I was wrong to think that I could ever love in you  
I was wrong to think that you might want to love me, too  
  
Here I am, here I am  
Here I stand  
Here I am, here I am, here I am, here I stand  
  
So where the hell are you?  
So where the hell are you?  
So where are you when I need someone, too?  
I'm tired of needing you

"
88,"Got a criminal record, I can't cross state lines  
First on the bad list, and you're last on mine  
Lookin' for a scapegoat, long past due  
Walking down the aisle, still straining you  
  
Still hear you screaming where do I hide?  
All he asks, I said hurry inside  
  
He said, she said, no she don't  
Be back before morning, you know she won't  
I remember that summer, like yesterday  
And I remember his mother, as he was dragged away  
  
I still hear him screaming  
Where do I hide?  
All he asks, I say hurry inside  
A whole lot of memory  
Yours and not mine  
All he asks, I said hurry inside  
  
Got a criminal record, I can't cross state lines  
First on the bad list, and you're last on mine  
Lookin' for a scapegoat, long past due  
Walking down the aisle, still straining you  
  
Still hear you screaming  
Where do I hide?  
All he asks, I say hurry inside  
A whole lot of memory  
Yours and not mine  
All he asks, I said hurry inside  
Where do I hide?

"
89,"Forever's a lonely time and the dogs aren't always  
Aren't always on my mind  
'Cause I didn't free them  
The scenery is burning me 'cause I'm still in it  
So why don't you free me  
'Cause its not my business  
What he's done to me  
Control is all you really need  
And I can't believe it  
I can't believe that  
You didn't see me  
  
Passing glances fall on me  
Like screams on deaf ears  
They're all laughing at me  
With encouraging cheers  
What he's done to me  
Control is all you really need  
And I can't believe it  
I can't believe that  
You wouldn't free me  
  
Why don't you see me?  
Why don't you free me?  
I can't believe that  
You don't believe me  
  
I guess I had it comin'  
My fault for not runnin'  
I just dressed too tempting  
'Cause your heads fuckin empty  
And I can't believe it  
I can't believe that you didn't see me

"
90,"I paid my last respects this mornin' on an early grave  
Already said goodbye, nothin' left to say  
A tiny church a tiny town and not a tear was spent  
Not how I wanted it, I'm hating all of this  
  
Well I'm hating, all of this  
I'm hating, all of this  
All of this, all of this  
Now I know why, I hide my love from you some days  
No I don't mind keeping this bottled inside me  
You came along, and tore this world out around me  
Looks like you found me  
Now I know why  
I felt like shit when I woke up this morning  
  
I've been a loser all my life, I'm not about to change  
If you don't like, there's the door, nobody made you stay  
There ain't a woman on the planet who can deal with it  
Just how I wanted it, I'm hating all of this  
  
Well I'm hating, all of this  
I'm hating, all of this  
All of this, all of this  
Now I know why, I hide my love from you some days  
No I don't mind keeping this bottled inside me  
You came along, and tore this world out around me  
Looks like you found me  
Now I know why  
I felt like shit when I woke up this morning  
  
All of this, all of this  
Now I know why, I hide my love from you some days  
No I don't mind keeping this bottled inside me  
You came along, and tore this world out around me  
Looks like you found me  
Now I know why  
I felt like shit when I woke up this morning

"
91,"Feeling fine.  
Let's rip out yours instead of mine.  
And all you need  
Are several ways to watch me bleed.  
  
Well, thanks for stopping this beating in my chest.  
It's easier now, and I'm happy like this.  
Just like this.  
  
Even though I ain't coming back now,  
I didn't mean to seem as though  
I was so ungrateful for for all you've done here.  
For yanking out my  
  
Honestly.  
You, you've friends for all your needs.  
And stay the course.  
No, the universe ain't yours.  
  
Well, thanks for stopping this beating in my chest.  
It's easier now, and I'm happy like this.  
Just like this.  
  
Even though I ain't coming back now,  
I didn't mean to seem as though  
I was so ungrateful for for all you've done here.  
Even though I ain't coming back now,  
I didn't mean to seem as though  
I was so ungrateful for for all you've done here.  
For yanking out my  
  
If I could only see this.  
If I could have one good reason.  
All my feelings out of season.  
Am I to thank for yanking out my  
Yanking out my  
  
Feeling fine.  
Let's rip out yours instead of mine.  
And all you need  
Are several ways to watch me bleed.  
  
Well, thanks for stopping this beating in my chest.  
It's easier now, and I'm happy like this.  
Just like this.  
  
Even though I ain't coming back now,  
I didn't mean to seem as though  
I was so ungrateful for for all you've done here.  
Even though I ain't coming back now,  
I didn't mean to seem as though  
I was so ungrateful for for all you've done here.  
For yanking out my  
For yanking out my

"
